Id,SalePrice
1461,110154.67009413766
1462,155383.70318930177
1463,187231.27325833676
1464,196443.0619750229
1465,201573.36399195733
1466,170256.27375771938
1467,173497.86802769027
1468,157445.91568745085
1469,206649.1738639805
1470,120133.32656482136
1471,153002.24827955884
1472,96435.18607967143
1473,93615.24675647105
1474,148703.39518087974
1475,108769.99577076954
1476,375725.4818458131
1477,266196.12112787785
1478,309771.1603010626
1479,305777.59457163245
1480,493210.24572272936
1481,322660.7941374795
1482,205866.4945465019
1483,174859.56599086284
1484,161117.9424317042
1485,174591.36688344867
1486,186100.83020340552
1487,333201.95372560143
1488,223372.08867811883
1489,200815.90660280548
1490,261154.01068598335
1491,198586.65223703184
1492,97850.23014855193
1493,183603.59538128832
1494,314762.73877741816
1495,289038.8008286811
1496,243853.91518561763
1497,175615.33974522498
1498,185381.08246086532
1499,167728.332146522
1500,152657.66595906852
1501,187698.13114616863
1502,132562.51047406776
1503,357463.01634388836
1504,233271.46560268127
1505,225448.09482876136
1506,190552.08368672716
1507,257666.04413195746
1508,193743.6041758611
1509,157568.41863175126
1510,144725.3761057111
1511,170565.9644481198
1512,173904.3716595876
1513,152507.1168998445
1514,165621.20341858536
1515,209555.6765078844
1516,141943.76102750096
1517,183307.1971405649
1518,123403.99544222717
1519,218639.33582350757
1520,118099.00646535546
1521,135553.18826872145
1522,188439.16117073334
1523,112347.219738012
1524,126903.85478627129
1525,114468.08340979251
1526,103808.72426393337
1527,103372.88691465638
1528,128452.26105401368
1529,161532.17935360078
1530,213675.33931031346
1531,125104.06789936248
1532,91837.54810120416
1533,171872.4287489832
1534,132148.3684297726
1535,148851.19246338622
1536,90220.4462451805
1537,54832.03245913336
1538,145554.753512976
1539,200274.47592030058
1540,115525.3694287847
1541,147525.43256805168
1542,165039.4854700204
1543,196082.3278383664
1544,71247.96857787413
1545,118147.81107399694
1546,133936.28607787512
1547,129384.39349700505
1548,149073.72415754187
1549,128479.07527827343
1550,139756.20923200191
1551,105853.59070862387
1552,149172.1861334304
1553,157882.6786938031
1554,112052.82707109035
1555,159315.59727185767
1556,50776.93214902916
1557,152818.7804720584
1558,115479.41994186421
1559,55172.622721628926
1560,107282.58577091072
1561,149131.25322763226
1562,125980.4508728878
1563,125203.26906808699
1564,171995.65658722975
1565,164070.30630020663
1566,227266.40159769013
1567,75424.88625305268
1568,222204.46356772236
1569,137876.17183650873
1570,126241.2515103097
1571,83916.12763948063
1572,155119.88197230588
1573,268574.30287413497
1574,131665.14948530192
1575,238153.47905403998
1576,220210.118285381
1577,176931.41123713588
1578,160325.6964550187
1579,137380.6935880648
1580,188710.69050104602
1581,154018.87149044522
1582,136416.45022070868
1583,281219.2391977052
1584,219932.66319583642
1585,135489.94399929058
1586,101824.41842316481
1587,102893.87268114736
1588,150559.80965322652
1589,105956.34612793324
1590,126651.68086820375
1591,94302.79955543758
1592,123011.40319291322
1593,130426.8053027271
1594,147047.38673799252
1595,122036.39456301765
1596,220749.3629320347
1597,201841.17898496916
1598,206634.83251489158
1599,199249.1466188212
1600,171830.02662060066
1601,42393.31415520253
1602,133933.17078844953
1603,24068.661316849873
1604,272738.7725782186
1605,221886.00350277487
1606,149570.25323354703
1607,166069.62562754442
1608,197019.88747227378
1609,187159.95817457454
1610,152093.82429155795
1611,126923.70887833578
1612,181265.35855994438
1613,161429.28465371008
1614,140571.32609435468
1615,97097.78615207231
1616,72817.70623820717
1617,85093.83343866142
1618,142240.1028268941
1619,145808.8103392918
1620,164833.83921521972
1621,131579.80107904976
1622,153588.05233047996
1623,255715.9601253596
1624,199789.25616150012
1625,119936.1714652385
1626,164414.14731274307
1627,192712.12795118557
1628,272940.3439732265
1629,176119.93293031876
1630,368923.93184536474
1631,253340.50624301244
1632,247765.62003272015
1633,167334.17860707548
1634,183489.08872147358
1635,169621.38423976552
1636,144258.49725189834
1637,194178.2652507298
1638,175094.8027377873
1639,185403.30455108493
1640,237432.09069879644
1641,185947.03831197
1642,257535.8333981036
1643,216482.07998710626
1644,240520.62159407785
1645,218686.1242606811
1646,154058.27043764258
1647,156031.04386566096
1648,128651.21484694403
1649,124276.3184542323
1650,108589.3963732043
1651,112096.25610073667
1652,96323.05978298234
1653,92990.4804945438
1654,144005.55505237647
1655,123464.18080302724
1656,141844.28746708768
1657,151166.6795683183
1658,145373.92521602084
1659,126374.71687973238
1660,152528.7602431696
1661,434406.87718718103
1662,391643.66706381086
1663,385186.918741571
1664,529505.1855291819
1665,332181.78114386054
1666,334009.6505230883
1667,384910.0978150108
1668,359560.8310705264
1669,327280.918662712
1670,364718.9614788352
1671,279584.58306063095
1672,415968.40644252696
1673,291504.80082897376
1674,250872.96559367003
1675,209163.25462665677
1676,214014.56387664628
1677,219654.66653583245
1678,487903.69903419854
1679,392718.97150984965
1680,339089.1748808102
1681,275587.63228033925
1682,325369.2945928875
1683,197014.41714799782
1684,171821.8918425758
1685,170038.00521556352
1686,161864.55835403566
1687,160353.1884209512
1688,179265.04696602427
1689,185333.58781749842
1690,187769.36726621765
1691,175249.8662211399
1692,251068.1464009364
1693,166286.17656678928
1694,182542.73799751868
1695,162781.29959183873
1696,259737.2685166375
1697,173887.57212020853
1698,341542.8391710593
1699,332869.6702041349
1700,271483.39194526407
1701,278327.650291617
1702,234737.3451077125
1703,228957.01030490355
1704,270787.98938145983
1705,238346.97411289992
1706,203820.47610875586
1707,235035.8726709294
1708,202072.98410068295
1709,243443.4502307672
1710,215723.74862534285
1711,267594.61462770094
1712,255049.49182321096
1713,286430.0447355476
1714,240203.40472019213
1715,207544.8470179526
1716,184502.94758304756
1717,173136.48620874324
1718,150919.60738584626
1719,219639.17074450897
1720,248562.33250240458
1721,145580.1690698223
1722,117814.31394308672
1723,149109.15184230445
1724,215492.82092488836
1725,237779.03670015
1726,186839.66962748684
1727,158984.94367735053
1728,154577.85453129566
1729,171679.92079817504
1730,171086.63523021823
1731,106905.37028822396
1732,131898.31019056146
1733,117796.74329994648
1734,111164.50990515307
1735,92172.57198341715
1736,94795.92842137779
1737,283484.3323506657
1738,264650.14637421636
1739,254686.24726436788
1740,216244.70539390878
1741,193364.0443005279
1742,174167.10795888986
1743,166252.9610987092
1744,360913.89047198184
1745,220227.59378209454
1746,189268.92423785216
1747,218729.87252689793
1748,221314.08665993495
1749,138441.99511220877
1750,136670.9134160208
1751,230291.0166477079
1752,109957.33834461239
1753,155186.6774619752
1754,195603.43075286679
1755,168495.59316319798
1756,146494.55991329037
1757,115144.18017719412
1758,148503.80324604642
1759,156873.38467648026
1760,157585.26867042703
1761,151654.0056905803
1762,181976.49412469612
1763,187955.24307699362
1764,117447.13654705591
1765,189572.38070345134
1766,186274.20419684122
1767,227331.4620591438
1768,142821.88326251408
1769,159218.91986927873
1770,143705.1426087442
1771,124822.91990694421
1772,139940.53502008633
1773,109790.19562651159
1774,147548.05340180348
1775,135869.93528693035
1776,130756.5292907863
1777,110920.14377080015
1778,146751.3967280042
1779,142439.69529195933
1780,154888.9937594334
1781,130090.18900435523
1782,76842.5963585691
1783,138678.49285853887
1784,99166.8852446361
1785,141257.08771063166
1786,95830.33712520421
1787,144758.53782136226
1788,49592.94206778344
1789,107314.57720044168
1790,66580.15748262382
1791,192469.48799863324
1792,166176.5467206745
1793,135012.85053237504
1794,162213.8738976717
1795,128065.19872656866
1796,142551.70445764728
1797,120394.60261263518
1798,122908.23909123422
1799,100421.67185349733
1800,129241.87936223543
1801,120066.13717065909
1802,102493.25156276923
1803,160300.8713297721
1804,125649.86993112759
1805,128203.82200390374
1806,124801.31119680294
1807,144463.05738189665
1808,118983.20645128039
1809,134826.24168057402
1810,144055.16733544978
1811,161533.67991157126
1812,114411.76699288067
1813,141357.85159281275
1814,102398.39305748884
1815,53738.90022737067
1816,102862.05889532494
1817,107052.07773827977
1818,170395.39815030975
1819,140190.36839957262
1820,26173.02570239373
1821,93825.57930863061
1822,153348.66842712538
1823,43882.56870919134
1824,127362.60011135909
1825,146550.11489141634
1826,101635.77431874571
1827,103801.79514246149
1828,137475.4504251766
1829,125088.01319984003
1830,144078.23325156624
1831,158540.13238929783
1832,77661.3556182317
1833,149267.28366733092
1834,131117.9466299308
1835,133145.87353325175
1836,138522.47913316963
1837,81290.23474029754
1838,112253.30174199084
1839,109661.69299338013
1840,152122.1777578363
1841,132245.49653292604
1842,70169.074221574
1843,140488.11501707433
1844,144340.30900690815
1845,138484.00335161708
1846,154722.54483830382
1847,167812.5945203912
1848,44182.25671539904
1849,113780.19110203051
1850,105247.4991576387
1851,141514.90235894255
1852,104125.22495671402
1853,120959.35843662662
1854,173862.97812451248
1855,164839.15064614598
1856,217589.5156757544
1857,134825.92665807396
1858,143960.42224744696
1859,99100.6997477932
1860,143280.4714368413
1861,106443.85537168244
1862,292327.5712122575
1863,280940.0760458349
1864,280986.6275707658
1865,357831.64850726293
1866,336825.223644453
1867,211227.42662152433
1868,284322.99851578206
1869,206239.0049372986
1870,218392.27050025127
1871,249188.7488942364
1872,171796.1724491727
1873,246916.33014342858
1874,147360.3832601505
1875,185277.0249231665
1876,201169.2298673257
1877,210372.64590342517
1878,188010.37732846878
1879,140136.29465743346
1880,135143.74199115462
1881,246416.10304155748
1882,228771.26516235445
1883,189177.6614605821
1884,202471.43212256237
1885,231584.2207220294
1886,283510.7416571827
1887,217512.6436666405
1888,258508.85158826935
1889,165840.21170007513
1890,92617.01293669065
1891,95547.70600304147
1892,121051.50489459047
1893,140088.2402729463
1894,120655.91324107785
1895,138199.9357287489
1896,134830.61877837894
1897,125581.79141893418
1898,98168.64363628306
1899,160477.049055001
1900,157681.8839529272
1901,199257.71312657336
1902,184385.70415956515
1903,233389.74819466524
1904,163483.7003495776
1905,196851.6885493378
1906,163408.7100675727
1907,237260.1907494939
1908,114130.39405525284
1909,125846.68577981956
1910,130437.27088717069
1911,229065.54047877813
1912,325124.59836059064
1913,160636.721053084
1914,30179.435257401667
1915,347219.3324024102
1916,50128.661025412206
1917,220921.1581335708
1918,132559.57437436725
1919,156249.21862849547
1920,158465.52743575873
1921,389341.8930882403
1922,342351.64645859157
1923,238491.01323099184
1924,232036.44393460802
1925,206681.2646785219
1926,379915.12680374493
1927,123132.79475349473
1928,176216.6153372579
1929,116154.9853265871
1930,129038.59412631707
1931,116117.21575858392
1932,126687.99897408299
1933,197787.05696036498
1934,189148.6109190312
1935,164476.09405323543
1936,211588.64346606238
1937,180885.69523971993
1938,165212.30969406554
1939,278802.93036199233
1940,202601.58097116026
1941,165140.49905304273
1942,157853.23444907583
1943,235512.9126008731
1944,368577.1961654681
1945,413750.7771295373
1946,128979.27432498668
1947,122550.51220145315
1948,175865.4291747954
1949,248975.13629019738
1950,184605.35247521254
1951,246562.31499921536
1952,201360.6536830283
1953,178369.44133229222
1954,182966.78488781082
1955,137926.32476893056
1956,287713.3146398382
1957,158474.54850507533
1958,245537.7905112579
1959,135323.23766610003
1960,98420.51396517293
1961,126001.56121703552
1962,94906.66781513533
1963,106896.51744152897
1964,106305.3637266254
1965,130632.68240335374
1966,141957.40883205517
1967,315208.77091482084
1968,419868.04387350765
1969,399003.8240576248
1970,406513.82989259483
1971,449938.93021486606
1972,377076.19315486203
1973,292460.53885948064
1974,344652.5117067215
1975,367456.5486685836
1976,292123.8167380687
1977,368987.1214524708
1978,348171.14266787167
1979,324163.7591377479
1980,209632.8969478371
1981,354371.1417565724
1982,220619.95298081602
1983,198722.42799362796
1984,189442.87720825657
1985,233333.53057730105
1986,208206.62237969472
1987,210009.43357019598
1988,168108.8517065326
1989,183869.62046800292
1990,201011.4360964719
1991,236615.68643361848
1992,221073.82876920787
1993,170239.71393508132
1994,234761.32545660477
1995,179915.58063302853
1996,287595.51479779405
1997,311009.04928190855
1998,326520.82366041176
1999,306885.70152580703
2000,318385.45712920756
2001,276943.5141484564
2002,247931.33544854372
2003,237963.5354123094
2004,277195.8975726969
2005,232922.68201638572
2006,219848.19227692724
2007,244344.57554618333
2008,238409.0885315722
2009,212268.90567709313
2010,194384.54869553295
2011,132659.2756891076
2012,178182.1262403659
2013,178700.4542163635
2014,187747.13216774305
2015,227346.0416697649
2016,195704.86713139666
2017,198525.61496158614
2018,107151.30512654292
2019,128879.75817109877
2020,74423.86276601529
2021,97191.21893471532
2022,221684.77564049454
2023,142391.3192219647
2024,289144.22239869577
2025,351314.3772551324
2026,168898.36004642735
2027,154449.20970382396
2028,158157.8443320442
2029,174494.2809642243
2030,255811.6519279561
2031,227286.26782443607
2032,255688.1953196152
2033,249081.6503527194
2034,177744.41378921672
2035,240008.22706631705
2036,198844.2387575573
2037,231106.08221263014
2038,320936.8291163554
2039,227866.6041125679
2040,307487.51508995565
2041,321190.7859835506
2042,216191.52628862415
2043,185770.59007317288
2044,175930.9082687082
2045,201217.7400866293
2046,172396.95469013654
2047,142740.2869857403
2048,134301.71927542263
2049,137215.9110009257
2050,172734.83712832246
2051,96603.91351234709
2052,110875.54237723956
2053,144786.09410238126
2054,95553.8268921441
2055,171440.2065670984
2056,125829.92508889019
2057,90566.57926594047
2058,206286.64749666135
2059,122785.16335679276
2060,182071.42255215044
2061,174519.67370222264
2062,125089.31623896351
2063,104728.20624685689
2064,133671.66248849162
2065,77604.44013788411
2066,176302.47277219367
2067,107629.37889270217
2068,152967.3538240475
2069,80325.2189792702
2070,112148.66328665102
2071,99983.03851980076
2072,144958.76947656315
2073,123139.13253717963
2074,185474.55965843203
2075,165840.36112118996
2076,121404.26159602083
2077,162197.72820598254
2078,130161.78837493295
2079,122339.9140295331
2080,123557.52096525766
2081,123089.0118105933
2082,138979.71808167355
2083,153098.7786296063
2084,105074.13781740941
2085,112729.68751109089
2086,104199.83926854888
2087,120013.41911728127
2088,114390.78626475157
2089,78947.21429602482
2090,120309.75814871094
2091,102553.62312525715
2092,124750.46913739841
2093,138256.68407326244
2094,119058.90014266653
2095,170202.09856080677
2096,87567.53417566541
2097,105536.0475948673
2098,170933.48113103415
2099,30937.576398587553
2100,53485.187550762435
2101,122234.41789728904
2102,120846.17317114153
2103,102333.37462041317
2104,113669.9549278515
2105,146551.04491587
2106,96346.63419048494
2107,187288.81627114268
2108,125830.79504324251
2109,119225.38884816668
2110,113081.49132899212
2111,153665.6749746509
2112,141327.41739304783
2113,119739.44209919224
2114,116356.22842033673
2115,163130.2080116013
2116,123707.39502182801
2117,140352.37930673314
2118,118785.70942095696
2119,127136.05818234972
2120,96353.63218621258
2121,123122.25632682443
2122,119935.04598572542
2123,87973.11613141384
2124,165281.49578644714
2125,126950.87936914829
2126,152160.95096026815
2127,188590.86528114992
2128,135722.80619272002
2129,49074.7508580928
2130,143926.20339791535
2131,113423.39340592682
2132,109728.9015183546
2133,133465.00275142747
2134,112545.75385495072
2135,115323.99409186764
2136,68293.95139707765
2137,104736.78394547122
2138,126173.42458405986
2139,139948.16891966754
2140,144012.79621809826
2141,174447.5074752373
2142,125636.70596655249
2143,164319.56945460214
2144,127919.46393847442
2145,139922.7117799929
2146,188476.27383456938
2147,136614.13588456914
2148,110406.31097720115
2149,121218.99929852982
2150,230390.01323575916
2151,126765.74661320826
2152,208293.63577249093
2153,185724.22425417684
2154,114318.91705501731
2155,146368.99393452454
2156,271145.3962517502
2157,231676.6496018517
2158,243071.44872162526
2159,222045.7460639928
2160,180832.801498331
2161,222044.7968684067
2162,376470.57818079356
2163,350405.0049312116
2164,250942.34689880256
2165,203563.92200227792
2166,162967.7230424228
2167,226584.71496923163
2168,195663.75658348564
2169,192149.32736983453
2170,226463.63063507795
2171,154702.49645393377
2172,133440.31398722838
2173,192730.92197322025
2174,220939.57609117875
2175,268285.0680391633
2176,307924.3437642298
2177,241343.72919077316
2178,204689.6413951225
2179,128522.19465400674
2180,229980.64683481213
2181,188121.75366518996
2182,216298.8333444777
2183,186079.63633593987
2184,121231.38919069536
2185,106178.09919576003
2186,173899.00924628344
2187,143172.0488971728
2188,154397.3754168093
2189,307727.487857239
